TOP[Pa]	TIT[K]	Efficiency[-]	Net_sp_work[J/kgCO2]	TOT[K]
1400000.000000	1645.000000	0.587000	535254.287000	1087.149001	
1400000.000000	1650.000000	0.586800	537528.029000	1090.136692	
1400000.000000	1655.000000	0.586700	539803.356000	1093.121127	
1400000.000000	1660.000000	0.586500	542079.655000	1096.102288	
1400000.000000	1665.000000	0.586300	544358.179000	1099.080223	
1400000.000000	1670.000000	0.586200	546638.335000	1102.054915	
1400000.000000	1675.000000	0.586000	548920.139000	1105.026368	
1400000.000000	1680.000000	0.585800	551203.605000	1107.994586	
1400000.000000	1685.000000	0.585700	553488.751000	1110.959574	
1400000.000000	1690.000000	0.585500	555775.592000	1113.921335	
1400000.000000	1695.000000	0.585300	558064.145000	1116.879874	
1400000.000000	1700.000000	0.585100	560354.424000	1119.835195	
1400000.000000	1705.000000	0.584900	562646.446000	1122.787303	
1400000.000000	1710.000000	0.584700	564940.227000	1125.736201	
1400000.000000	1715.000000	0.584500	567235.783000	1128.681894	
1400000.000000	1720.000000	0.584300	569533.130000	1131.624386	
1400000.000000	1725.000000	0.584000	571832.285000	1134.563681	
1400000.000000	1730.000000	0.583800	574133.263000	1137.499783	
1400000.000000	1735.000000	0.583600	576436.080000	1140.432698	
1400000.000000	1740.000000	0.583400	578740.753000	1143.362429	
1400000.000000	1745.000000	0.583100	581047.299000	1146.288980	
1400000.000000	1750.000000	0.582900	583355.732000	1149.212355	
1400000.000000	1755.000000	0.582600	585666.070000	1152.132560	
1400000.000000	1760.000000	0.582400	587978.330000	1155.049598	
1400000.000000	1765.000000	0.582100	590292.527000	1157.963474	
1400000.000000	1770.000000	0.581900	592608.677000	1160.874193	
1400000.000000	1775.000000	0.581600	594926.799000	1163.781757	
1400000.000000	1780.000000	0.581400	597246.907000	1166.686173	
1400000.000000	1785.000000	0.581100	599571.045000	1169.586199	
1400000.000000	1790.000000	0.580800	601895.250000	1172.484286	
1400000.000000	1795.000000	0.580600	604221.494000	1175.379236	
1400000.000000	1800.000000	0.580300	606549.793000	1178.271053	
1400000.000000	1805.000000	0.580000	608880.164000	1181.159741	
1400000.000000	1810.000000	0.579700	611212.625000	1184.045306	
1400000.000000	1815.000000	0.579400	613547.192000	1186.927750	
1400000.000000	1820.000000	0.579100	615883.882000	1189.807079	
1400000.000000	1825.000000	0.578800	618222.712000	1192.683297	
1400000.000000	1830.000000	0.578600	620562.801000	1195.556402	
1400000.000000	1835.000000	0.578300	622905.936000	1198.426411	
1400000.000000	1840.000000	0.578000	625253.628000	1201.295062	
1400000.000000	1845.000000	0.577600	627601.239000	1204.158937	
1400000.000000	1850.000000	0.577300	629951.078000	1207.019724	
1400000.000000	1855.000000	0.577000	632303.189000	1209.877431	
1400000.000000	1860.000000	0.576700	634657.534000	1212.732057	
1400000.000000	1865.000000	0.576400	637010.608000	1215.585738	
1400000.000000	1870.000000	0.576100	639369.412000	1218.434286	
1400000.000000	1875.000000	0.575700	641730.528000	1221.279771	
1400000.000000	1880.000000	0.575400	644093.969000	1224.122198	
1400000.000000	1885.000000	0.575100	646459.759000	1226.961570	
1400000.000000	1890.000000	0.574800	648827.912000	1229.797891	
1400000.000000	1895.000000	0.574400	651198.445000	1232.631167	
1400000.000000	1900.000000	0.574100	653571.378000	1235.461402	
1400000.000000	1905.000000	0.573800	655946.726000	1238.288601	
1400000.000000	1910.000000	0.573400	658324.509000	1241.112768	
1400000.000000	1915.000000	0.573100	660704.744000	1243.933908	
1400000.000000	1920.000000	0.572700	663087.449000	1246.752025	
1400000.000000	1925.000000	0.572300	665492.927000	1249.566386	
1400000.000000	1930.000000	0.572000	667880.759000	1252.378478	
1400000.000000	1935.000000	0.571600	670271.115000	1255.187562	
1400000.000000	1940.000000	0.571300	672664.011000	1257.993641	
1400000.000000	1945.000000	0.570900	675059.466000	1260.796720	
1400000.000000	1950.000000	0.570500	677457.500000	1263.596805	
1400000.000000	1955.000000	0.570200	679858.129000	1266.393899	
1400000.000000	1960.000000	0.569800	682261.372000	1269.188007	
1400000.000000	1965.000000	0.569400	684667.248000	1271.979134	
1400000.000000	1970.000000	0.569100	687075.775000	1274.767284	
1400000.000000	1975.000000	0.568700	689486.971000	1277.552463	
1400000.000000	1980.000000	0.568300	691900.855000	1280.334674	
1400000.000000	1985.000000	0.568000	694317.447000	1283.113922	
1400000.000000	1990.000000	0.567600	696736.763000	1285.890212	
1400000.000000	1995.000000	0.567200	699158.824000	1288.663549	
1400000.000000	2000.000000	0.566800	701583.648000	1291.433937	
1600000.000000	1000.000000	0.430300	253140.767000	679.466091	
1600000.000000	1005.000000	0.432700	255512.849000	683.307636	
1600000.000000	1010.000000	0.435400	257854.943000	687.152007	
1600000.000000	1015.000000	0.438100	260196.609000	690.995351	
1600000.000000	1020.000000	0.440800	262538.797000	694.837562	
1600000.000000	1025.000000	0.443500	264874.561000	698.679568	
1600000.000000	1030.000000	0.445700	267257.813000	702.514305	
1600000.000000	1035.000000	0.447400	269697.586000	706.340596	
1600000.000000	1040.000000	0.449300	272107.712000	710.169781	
1600000.000000	1045.000000	0.450900	274539.868000	713.995518	
1600000.000000	1050.000000	0.452900	276943.719000	717.823586	
1600000.000000	1055.000000	0.455400	279285.903000	721.659495	
1600000.000000	1060.000000	0.457900	281636.448000	725.492715	
1600000.000000	1065.000000	0.460400	283980.800000	729.325829	
1600000.000000	1070.000000	0.462900	286324.579000	733.158113	
1600000.000000	1075.000000	0.465100	288511.303000	736.758125	
1600000.000000	1080.000000	0.467100	290502.487000	740.064233	
1600000.000000	1085.000000	0.468400	292597.360000	743.395242	
1600000.000000	1090.000000	0.469700	294697.766000	746.741982	
1600000.000000	1095.000000	0.471100	296790.443000	750.098944	
1600000.000000	1100.000000	0.472200	298923.694000	753.456220	
1600000.000000	1105.000000	0.473400	301051.980000	756.817543	
1600000.000000	1110.000000	0.475400	303095.194000	760.191752	
1600000.000000	1115.000000	0.477500	305127.096000	763.567962	
1600000.000000	1120.000000	0.479300	307181.972000	766.942053	
1600000.000000	1125.000000	0.481400	309218.681000	770.317735	
1600000.000000	1130.000000	0.483300	311262.860000	773.691554	
1600000.000000	1135.000000	0.485200	313313.890000	777.063227	
1600000.000000	1140.000000	0.487100	315357.442000	780.434347	
1600000.000000	1145.000000	0.489100	317395.306000	783.804401	
1600000.000000	1150.000000	0.490400	319499.781000	787.164167	
1600000.000000	1155.000000	0.491600	321617.623000	790.520146	
1600000.000000	1160.000000	0.492700	323749.408000	793.872151	
1600000.000000	1165.000000	0.493800	325876.016000	797.222441	
1600000.000000	1170.000000	0.495000	327988.199000	800.572017	
1600000.000000	1175.000000	0.496100	330111.864000	803.917601	
1600000.000000	1180.000000	0.497900	332158.035000	807.269962	
1600000.000000	1185.000000	0.499800	334191.586000	810.619659	
1600000.000000	1190.000000	0.501500	336241.410000	813.967254	
1600000.000000	1195.000000	0.503300	338274.972000	817.312557	
1600000.000000	1200.000000	0.505100	340313.903000	820.654167	
1600000.000000	1205.000000	0.506800	342350.034000	823.993067	
1600000.000000	1210.000000	0.508600	344384.964000	827.329017	
1600000.000000	1215.000000	0.510300	346419.680000	830.661888	
1600000.000000	1220.000000	0.512000	348451.186000	833.991911	
1600000.000000	1225.000000	0.513700	350484.958000	837.318491	
1600000.000000	1230.000000	0.514900	352572.764000	840.635544	
1600000.000000	1235.000000	0.516200	354648.632000	843.950788	
1600000.000000	1240.000000	0.517000	356781.044000	847.256192	
1600000.000000	1245.000000	0.518000	358895.962000	850.560450	
1600000.000000	1250.000000	0.518900	361010.656000	853.861489	
1600000.000000	1255.000000	0.520000	363105.003000	857.161593	
1600000.000000	1260.000000	0.520800	365232.731000	860.454576	
1600000.000000	1265.000000	0.522400	367249.956000	863.756759	
1600000.000000	1270.000000	0.524000	369275.072000	867.054774	
1600000.000000	1275.000000	0.525600	371299.060000	870.349525	
1600000.000000	1280.000000	0.527300	373314.711000	873.641762	
1600000.000000	1285.000000	0.528800	375337.163000	876.929782	
1600000.000000	1290.000000	0.530300	377358.564000	880.214512	
1600000.000000	1295.000000	0.531900	379376.905000	883.496142	
1600000.000000	1300.000000	0.533400	381393.372000	886.774524	
1600000.000000	1305.000000	0.535000	383408.504000	890.049590	
1600000.000000	1310.000000	0.536500	385422.347000	893.321325	
1600000.000000	1315.000000	0.538000	387434.317000	896.589768	
1600000.000000	1320.000000	0.539500	389445.683000	899.854815	
1600000.000000	1325.000000	0.541000	391455.680000	903.116518	
1600000.000000	1330.000000	0.542300	393490.265000	906.372932	
1600000.000000	1335.000000	0.543200	395569.097000	909.620473	
1600000.000000	1340.000000	0.544000	397662.875000	912.862991	
1600000.000000	1345.000000	0.544800	399757.296000	916.102042	
1600000.000000	1350.000000	0.545600	401851.759000	919.337490	
1600000.000000	1355.000000	0.546300	403947.945000	922.569522	
1600000.000000	1360.000000	0.547100	406034.839000	925.799300	
1600000.000000	1365.000000	0.547900	408114.308000	929.026197	
1600000.000000	1370.000000	0.549100	410148.302000	932.254215	
1600000.000000	1375.000000	0.550500	412153.653000	935.481766	
1600000.000000	1380.000000	0.551800	414153.632000	938.706339	
1600000.000000	1385.000000	0.553200	416161.779000	941.926602	
1600000.000000	1390.000000	0.554600	418153.886000	945.144913	
1600000.000000	1395.000000	0.555900	420148.827000	948.359330	
1600000.000000	1400.000000	0.557300	422137.256000	951.571016	
1600000.000000	1405.000000	0.558600	424133.825000	954.778308	
1600000.000000	1410.000000	0.560000	426126.777000	957.982427	
1600000.000000	1415.000000	0.561300	428117.871000	961.183197	
1600000.000000	1420.000000	0.562600	430107.662000	964.380564	
1600000.000000	1425.000000	0.563900	432096.002000	967.574542	
1600000.000000	1430.000000	0.565200	434083.037000	970.765114	
1600000.000000	1435.000000	0.566600	436063.187000	973.952682	
1600000.000000	1440.000000	0.567800	438050.686000	977.137718	
1600000.000000	1445.000000	0.569000	440043.260000	980.315557	
1600000.000000	1450.000000	0.570300	442025.573000	983.492438	
1600000.000000	1455.000000	0.571600	444006.872000	986.665861	
1600000.000000	1460.000000	0.572800	445992.981000	989.835279	
1600000.000000	1465.000000	0.573600	448035.779000	992.993964	
1600000.000000	1470.000000	0.574100	450119.970000	996.149521	
1600000.000000	1475.000000	0.574700	452190.744000	999.300921	
1600000.000000	1480.000000	0.575300	454261.752000	1002.448889	
1600000.000000	1485.000000	0.575900	456326.201000	1005.594064	
1600000.000000	1490.000000	0.576700	458356.943000	1008.736970	
1600000.000000	1495.000000	0.577200	460436.895000	1011.875846	
1600000.000000	1500.000000	0.577500	462545.013000	1015.006864	
1600000.000000	1505.000000	0.578400	464556.857000	1018.143180	
1600000.000000	1510.000000	0.579600	466529.083000	1021.279134	
1600000.000000	1515.000000	0.580800	468499.373000	1024.411727	
1600000.000000	1520.000000	0.581900	470468.399000	1027.540910	
1600000.000000	1525.000000	0.583100	472436.158000	1030.666682	
1600000.000000	1530.000000	0.584200	474402.110000	1033.789097	
1600000.000000	1535.000000	0.585400	476367.630000	1036.908018	
1600000.000000	1540.000000	0.586500	478332.789000	1040.023439	
1600000.000000	1545.000000	0.587700	480294.652000	1043.135650	
1600000.000000	1550.000000	0.588800	482255.965000	1046.244381	
1600000.000000	1555.000000	0.589900	484216.188000	1049.349684	
1600000.000000	1560.000000	0.591000	486175.015000	1052.451592	
1600000.000000	1565.000000	0.592100	488132.710000	1055.550076	
1600000.000000	1570.000000	0.593100	490098.214000	1058.644492	
1600000.000000	1575.000000	0.593000	492252.296000	1061.720756	
1600000.000000	1580.000000	0.592900	494407.627000	1064.793662	
1600000.000000	1585.000000	0.592700	496564.221000	1067.863214	
1600000.000000	1590.000000	0.592600	498722.093000	1070.929417	
1600000.000000	1595.000000	0.592400	500881.258000	1073.992274	
1600000.000000	1600.000000	0.592200	503041.730000	1077.051790	
1600000.000000	1605.000000	0.592000	505203.525000	1080.107967	
1600000.000000	1610.000000	0.591900	507366.658000	1083.160810	
1600000.000000	1615.000000	0.591700	509531.143000	1086.210323	
1600000.000000	1620.000000	0.591500	511696.995000	1089.256510	
1600000.000000	1625.000000	0.591300	513864.230000	1092.299375	
1600000.000000	1630.000000	0.591100	516032.863000	1095.338922	
1600000.000000	1635.000000	0.590900	518202.907000	1098.375155	
1600000.000000	1640.000000	0.590700	520374.363000	1101.408077	
1600000.000000	1645.000000	0.590400	522547.278000	1104.437694	
1600000.000000	1650.000000	0.590200	524722.735000	1107.463315	
1600000.000000	1655.000000	0.590000	526898.025000	1110.486281	
1600000.000000	1660.000000	0.589800	529075.384000	1113.505975	
1600000.000000	1665.000000	0.589500	531254.248000	1116.522378	
1600000.000000	1670.000000	0.589300	533434.630000	1119.535495	
1600000.000000	1675.000000	0.589000	535616.548000	1122.545330	
1600000.000000	1680.000000	0.588800	537800.016000	1125.551887	
1600000.000000	1685.000000	0.588500	539985.049000	1128.555170	
1600000.000000	1690.000000	0.588300	542171.663000	1131.555184	
1600000.000000	1695.000000	0.588000	544359.870000	1134.551950	
1600000.000000	1700.000000	0.587700	546549.691000	1137.545436	
1600000.000000	1705.000000	0.587500	548741.140000	1140.535666	
1600000.000000	1710.000000	0.587200	550934.232000	1143.522642	
1600000.000000	1715.000000	0.586900	553128.981000	1146.506370	
1600000.000000	1720.000000	0.586600	555325.405000	1149.486854	
1600000.000000	1725.000000	0.586300	557523.517000	1152.464097	
1600000.000000	1730.000000	0.586000	559723.335000	1155.438105	
1600000.000000	1735.000000	0.585700	561924.873000	1158.408881	
1600000.000000	1740.000000	0.585400	564128.147000	1161.376429	
1600000.000000	1745.000000	0.585100	566333.174000	1164.340755	
1600000.000000	1750.000000	0.584800	568539.967000	1167.301861	
1600000.000000	1755.000000	0.584500	570748.545000	1170.259754	
1600000.000000	1760.000000	0.584200	572958.922000	1173.214436	
1600000.000000	1765.000000	0.583900	575171.115000	1176.165912	
1600000.000000	1770.000000	0.583600	577385.139000	1179.114187	
1600000.000000	1775.000000	0.583200	579601.010000	1182.059265	
1600000.000000	1780.000000	0.582900	581818.744000	1185.001150	
1600000.000000	1785.000000	0.582600	584038.357000	1187.939847	
1600000.000000	1790.000000	0.582200	586259.865000	1190.875359	
1600000.000000	1795.000000	0.581900	588483.285000	1193.807692	
1600000.000000	1800.000000	0.581600	590708.633000	1196.736850	
1600000.000000	1805.000000	0.581200	592932.519000	1199.664920	
1600000.000000	1810.000000	0.580900	595161.657000	1202.587806	
1600000.000000	1815.000000	0.580500	597392.768000	1205.507532	
1600000.000000	1820.000000	0.580200	599625.869000	1208.424101	
1600000.000000	1825.000000	0.579800	601860.125000	1211.337510	
1600000.000000	1830.000000	0.579400	604097.229000	1214.247779	
1600000.000000	1835.000000	0.579100	606338.578000	1217.156591	
1600000.000000	1840.000000	0.578700	608579.847000	1220.060636	
1600000.000000	1845.000000	0.578300	610823.188000	1222.961548	
1600000.000000	1850.000000	0.578000	613068.645000	1225.859336	
1600000.000000	1855.000000	0.577600	615316.182000	1228.753998	
1600000.000000	1860.000000	0.577200	617565.842000	1231.645540	
1600000.000000	1865.000000	0.576800	619817.518000	1234.533974	
1600000.000000	1870.000000	0.576500	622071.473000	1237.419292	
1600000.000000	1875.000000	0.576100	624327.601000	1240.301505	
1600000.000000	1880.000000	0.575700	626585.830000	1243.180622	
1600000.000000	1885.000000	0.575300	628846.356000	1246.056638	
1600000.000000	1890.000000	0.574900	631109.105000	1248.929562	
1600000.000000	1895.000000	0.574500	633374.095000	1251.799399	
1600000.000000	1900.000000	0.574100	635641.341000	1254.666153	
1600000.000000	1905.000000	0.573700	637910.862000	1257.529830	
1600000.000000	1910.000000	0.573300	640182.674000	1260.390433	
1600000.000000	1915.000000	0.572900	642456.795000	1263.247967	
1600000.000000	1920.000000	0.572500	644733.241000	1266.102438	
1600000.000000	1925.000000	0.572100	647012.031000	1268.953848	
1600000.000000	1930.000000	0.571700	649293.181000	1271.802203	
1600000.000000	1935.000000	0.571300	651576.709000	1274.647508	
1600000.000000	1940.000000	0.570900	653862.632000	1277.489768	
1600000.000000	1945.000000	0.570500	656150.967000	1280.328986	
